Date,Post,Source
2021-11-15,"HALALAN 2022 | Former military general and NTF-ELCAC spokesperon Antonio Parlade filed his COC for President.

#Halalan2022 https://t.co/fBijbAtBfG",Twitter
2021-11-15,"And allied himself with Joseph Estrada's Laban ng Makabayang Masang Pilipino (LAMMP).

Based on the statistics provided by the archives section of Congress, Duterte got a ZERO attendance on floor deliberations—w/c happened for bill readings or committee conferences.

#Halalan2022",Twitter
2021-11-15,"how the fuck are u even still relevant in politics 

#NoToDuterteMarcos2022 #Halalan2022 https://t.co/BhFBfbMzWz",Twitter
2021-11-15,"OK lang yung 2 takes sa bar exams. Basta totoo yung degree.  😂  
#LetLeniLead this #Eleksyon2022  #Halalan2022 https://t.co/7tSLEHA4PF",Twitter
2021-11-15,"SENATOR DUTERTE?

[THREAD] Duterte's Legislative Work

Duterte was a member of the House of Representatives during the 11th Congress (1998-2001) as Davao City 1st District Representative.

He ran under Partido Demokratiko Pilipino-Lakas ng Bayan (PDP-LABAN)

#Halalan2022",Twitter
2021-11-15,I dont get why some people are raging about substitution of a candidate for elections. Those are part of the rules and every candidate is entitled to change his/her mind if it is within the allowed timeframe. #Halalan2022,Twitter
2021-11-15,Tamo tong kalokohan ng matandang 'to. PINAYAGAN NYO NANG BONGGANG-BONGGA LUMARGA ANG SANGKALAHATAN SA UNIVERSE DBA?? Tas ngayon papa-ordinance ka. Ay sha kumain kang tae. Buset! #covidiots #Halalan2022 https://t.co/0Rpra556Jo,Twitter
2021-11-15,#Halalan2022 #Eleksyon2022 https://t.co/fYxdvxzDsw,Twitter
2021-11-15,"@MackinleyZamora A family corporation is what we get during election. Biag a sinalbag! 🙄🤦🏻‍♀️🤷🏻‍♀️ 

#Mapanlinlang2022 
#Halalan2022",Twitter
2021-11-15,"Hindi ko gusto yung campaign ad. Mas may maganda syang look.

Better kung medyo oragon.

Gusto naman ng iba. Iba iba talaga tayo.

Ito ang gusto ko #LeniKiko2022 
sa
#Halalan2022",Twitter
2021-11-15,"@manilabulletin Si mayor viko na lng ""isusulat"" ko for president sa balota ko!what's happening dyan sa pinas! #Halalan2022",Twitter
2021-11-15,"Mga Legend of all Legends:

Prof. Philip
Prof. PHloy
Prof. Abet

BBM or DDS supporter ka? Join na!

#BBMSARA2022 #MaSa2022 #Halalan2022

 https://t.co/6c6gXvhDTG",Twitter
2021-11-15,"JUST IN: 

President Duterte designates Cabinet Secretary Karlo Nograles as his acting spokesperson after lawyer Harry Roque filed his candidacy for senator in #Eleksyon2022. | via @MJBlancaflor 
#Halalan2022 
#BotoMoTo
#DailyTribune https://t.co/x5Jm566CWH",Twitter
2021-11-15,"JUST IN: 

President Duterte designates Cabinet Secretary Karlo Nograles as his acting spokesperson after lawyer Harry Roque filed his candidacy for senator in #Eleksyon2022. | via @MJBlancaflor 
#Halalan2022 
#BotoMoTo
#DailyTribune https://t.co/L6jsD4pUy6",Twitter
2021-11-15,"May the Lord Guide this Two Fighter to WIN till the Final Halalan2022 came. 

If that happened, the Philippines is in the Good Hands once again♥️💚

#BBMSARA2022 
#Halalan2022 https://t.co/cowQP8qBOZ",Twitter
2021-11-15,"HALALAN 2022 | Presidential Spokesperson Harry Roque filed his certificate of candidacy for Senator on Monday substituting Paolo Mario Martelino of People's Reform Party.

#Halalan2022 https://t.co/8jCNoJkyBF",Twitter
2021-11-15,"Kunting pagbasa lang po para sa isang UNITY pakiusap po☺️

#Halalan2022 
#NoToDilawan https://t.co/oQtkiPlaG5",Twitter
2021-11-15,"#ThrowUp este #Throwback na naman po tayo.

#DuterteLegacy 
#Halalan2022 https://t.co/4WtcN06Hrc",Twitter
2021-11-15,"#KakampinkChronicles

#LabanLeni2022
#LeniKiko2022
#LeniRobredo2022
#KikoPangilinan2022
#TROPA2022
#LetLeniLead
#DapatSiLeni
#Halalan2022 https://t.co/e8ZX3TorGy",Twitter
2021-11-15,"82 na tatakbong pangulo panggulo - Comelec
#TunayNaTabloidista #AbanteNews #Halalan2022
https://t.co/8Z0hESJn79",Twitter
2021-11-15,"PARTIAL NA BILANG NG MGA IDINEKLARANG NUISANCE CANDIDATE NG COMELEC PARA SA 2022 ELECTIONS:

82 mula sa 97 sa pagkapangulo
15 mula sa 29 sa pagkabise presidente
108 mula sa 176 sa pagkasenador 

#ItuloyAngPagbabago
#SMNIElectionWatch2022
#Halalan2022 https://t.co/p7MP2nd4RA",Twitter
2021-11-15,"ON BBM’s DISQUALIFICATION, 
Here is the KBL PARTY Statement. 
Please Share to Your Friends for the Information of Everybody. 
Kaya, no Worrry na Kayo Ka BBM. #LabanMarcosJr #BBMSARAH2022 #MaSa2022 #Halalan2022 #SaraBBM2022 https://t.co/hT3oWUKJ0Y",Twitter
2021-11-15,Musta na ang mga Solid ??? Solid pa ba? Baka LIQUID na!!! #Halalan2022,Twitter
2021-11-15,"Former Camarines Sur Rep. Rolando Andaya has filed his certificate of candidacy for governor of the province in the 2022 polls. #Halalan2022
https://t.co/mSnTbSbf8l",Twitter
2021-11-15,"Mga hayop kayo. Mamamatay din kayo at sa impyerno tiyak ang punta nyo. Walang kwenta rin lahat ng perang nanakaw nyo

#Halalan2022",Twitter
2021-11-15,"@KimIndar @Lupusregina3 That survey means nothing at all to the Marcos supporters, the electorate majority in #HALALAN2022  TEAM MaSa2022 #MarcosJrForPresident2022",Twitter
2021-11-15,"Assoc Prof Jean Franco blames the rule on substitution for exposing the mess that is our political system. Why allow substitution just because another decided to withdraw? 

Election lawyer Romulo Macalintal wants same period for substitution and filing of COC.
#Halalan2022",Twitter
2021-11-15,"Excited na ba kayo sa Senatorial debate? Remember that Duterte single-handedly crushed the dreams of his co-presidential aspirants. 

And he'll do it again. #Halalan2022",Twitter
2021-11-15,"Defense Secretary Delfin Lorenzana dismissed retired general Antonio Parlade Jr.’s remarks against presidential candidate Sen. Bong Go​ as “baseless.”
#BotoMoTo
#Halalan2022
https://t.co/Vni0Jg73Jt",Twitter
2021-11-15,"Defense Secretary Delfin Lorenzana dismissed retired general Antonio Parlade Jr.’s remarks against presidential candidate Sen. Bong Go​ as “baseless.”
#BotoMoTo
#Halalan2022
https://t.co/mAbd43ttBu",Twitter
2021-11-15,"Nanguna si dating senador Bongbong Marcos sa isang survey ng mga nagnanais kumandidato sa pagkapangulo sa #Halalan2022.

Hindi naman na ito ikinagulat ng mga kalaban niya lalo't mahaba pa anila ang itatakbo ng kampanya. https://t.co/lDxMyYdjoP",Twitter
2021-11-15,#LabanLeni2022 #LeniforPresident2022 #lalabantayo2022 #GisingPilipinas #BangonPilipinas #Halalan2022 #CancelF2LogisticsContract #BantayanAngBoto #kakamPINK #RosasAngKulayNgBukas https://t.co/ymRKt7hIr2,Twitter
2021-11-15,The latest PH News! https://t.co/tbpt3zwQHn #halalan2022 #covid19,Twitter
2021-11-15,"3rd question:

After PDP cradled your candidacy and creating faction within the party, basta nlang iiwan kasi no longer serving na?  Ganyan din ba kayo mang iiwan? WATAK?

Pagkoug mo sa mga EX ui 😝

#Halalan2022 
#LetLeniLead2020",Twitter
2021-11-15,"Huwag kang makalimot na sa 1Xbet https://t.co/ljjRzyA5e7 ang mga pinakamadaling 😍 paraan ng pagbabayad are avaliable
🤑💰🏆

#PILIPINOMirror #Philippines #Halalan2022 #LeniRobredo2022 #mannypacquiao #RodrigoDuterte #paskonasashopee #LeBronJames #ufc #comelec #ALAMATporque",Twitter
2021-11-15,"2nd question

If 
BG sits as Pres
SDC sits VP
PRRD tops Senate

Di jud na i give up ni BG guro nuh
Just to continue the alalay
🤔

Kini nga teleserye mas exciting pa sa akong lovelife ai.

#Halalan2022
#LetLeniLead2020",Twitter
2021-11-15,Natanggap na ng kampo ni dating senador Bongbong Marcos ang summons ng Comelec kaugnay ng petisyon na naglalayong makansela ang kaniyang kandidatura. #Halalan2022 https://t.co/0tiEd83w9r,Twitter
2021-11-15,"Came to mind

While PRRD is seated, 
And GO is Senator, 
He is the Presidential Alalay

Should Go win as Pres
And Duterte win in Senate
Will Go now become a
President Alalay to the Senator?
Or will they trade roles?
🤔🤔🤔🤔

Curious lang

#Halalan2022
#LetLeniLead2020",Twitter
2021-11-15,Good will prevail in 2022. We have to stay the course and will it.🙏🏻Calling it a day mga Kakampinks at KaTropa. Tomorrow we push again for a better Philippines.💗💚🙏🏻🇵🇭 #LeniKiko2022 #KakamPinkSa2022 #TROPA2022 #LeniforPresident2022 #LeniAtAko #Halalan2022 #PHDecide #ParaSaBayan https://t.co/RS0udweg80,Twitter
2021-11-15,"On Nov. 13, presidential aspirant Bongbong Marcos' party decided to adopt Sara Duterte as his vice president in #Halalan2022.

This is a major step for the two tyrants' children in vying for the nation's top posts.

#NoToMarcosDuterte2022 https://t.co/U2aRGLyroZ",Twitter
2021-11-15,"Sa pag-iikot sa Nueva Ecija, hinamon ni Vice President Leni Robredo ang mga kapwa niya nagnanais tumakbo sa #Halalan2022 na maging bukas sa kani-kanilang SALN. https://t.co/ZNC6PLZRtU",Twitter
2021-11-15,"President: Bongbong Marcos
VPresident: Mayor Inday Sara Duterte
Senators:
1. PRRD 
2.Mark Villar
3.Gilbert 'Gibo' Teodoro, Jr.

#ItuloyAngPagbabago #burahinangmgaDilawannanagingPinklawan 
#Halalan2022 #BBMSARA2022 ✌️🇵🇭👊",Twitter
2021-11-15,"Sa pagbisita sa Oriental Mindoro ni presidential aspirant Manila Mayor Isko Moreno, tinalakay nito ang isyu ng insurgency sa bansa at pagtugon sa climate change. #Halalan2022 https://t.co/bZXjBOy98W",Twitter
2021-11-15,"Dalawang araw naglibot sa Cebu City ang presidential aspirant na si Sen. Manny Pacquiao. Pero sa kabila ng pagdumog ng mga tagahanga nito, mismong gobernador ng Cebu province ang nagsabi na wala itong makukuhang suporta mula sa mga local political leaders. #Halalan2022 https://t.co/AEH7UO5WmD",Twitter
2021-11-15,"@BONGFORPRES_22 kaya pala muntik mo na pong ipahamak ang buong Pilipinas sa mga mata ng banyaga. okay, dagdag points kung bakit di kita iboboto sa #Halalan2022 mahilig kang mambaliktad.
#MarcosJrForPresident2022",Twitter
2021-11-15,The latest The KatarHol5 Daily! https://t.co/KDosSq8ujz Thanks to @reggie_wiz @DrKimKhauv @DanielKalban #halalan2022 #releasetheayercut,Twitter
2021-11-15,"Naniniwala ang presidential aspirant na si Sen. Panfilo Lacson na dapat nang alisin ang voluntary substitution sa election code ng bansa. 

Aniya, bukod sa naaabuso nagpapakita rin ito kung gaano kagulo ang estado ng pulitika sa bansa. #Halalan2022 https://t.co/GaDTVyHe33",Twitter
2021-11-15,"#Duterte is just doing the basics in winning a war. His recent show of indecisiveness is a master plan that exposed his real enemies disguising themselves as his friends.

Duterte, the smart tactician, is now fully armed and ready for the battle. #Halalan2022 https://t.co/2NYmEm8co2",Twitter
2021-11-15,@daviddangeloph and sino po yung mga kasama nyo pong senador sa line up para yun din ang ishe shade ko sa balota salamat po #Halalan2022 #Eleksyon2022 #TheFilipinoVotes #DAngelo4Senator,Twitter
2021-11-15,@daviddangeloph sir dave may party list po ba kayo? para yun na lang ang pipiliin ko sa balota para masabi ko rin sa family and relatives ko salamat po #Halalan2022 #Eleksyon2022 #TheFilipinoVotes #DAngelo4Senator,Twitter
2021-11-15,@daviddangeloph sir dave ang totoong survey ay sa darating na may 14 #Halalan2022 #Eleksyon2022 #TheFilipinoVotes #DAngelo4Senator,Twitter
2021-11-15,"#LabanLeni2022
#LeniKiko2022
#LeniRobredo2022
#KikoPangilinan2022
#TROPA2022
#LetLeniLead
#DapatSiLeni
#Halalan2022 https://t.co/6NUO1N6B8B",Twitter
2021-11-15,"Wow! They have to be recognized! Mga tunay na lingkod-bayan na para sa bayan.

#LabanLeni2022
#LeniKiko2022
#LeniRobredo2022
#KikoPangilinan2022
#TROPA2022
#LetLeniLead
#DapatSiLeni
#Halalan2022 https://t.co/Z8cyY8g2Nb",Twitter
2021-11-15,"@alvinelchico @DorisBigornia Ctto...
Napulot ko lang dito sa Twitter.

Napaka-kawawa naman na lalo ng Pilipinas kung itong mga ganito mag-isip ang mananaig ang gusto sa #Halalan2022 😢😢😢
#NoToBoyRecto
#NoToDuterteMarcos2022 https://t.co/ZeAJN05BLY",Twitter
2021-11-15,#Halalan2022 https://t.co/e2HbrG1Xjj,Twitter
2021-11-15,"Putting authors of ATL, train law, ABS-CBN franchise, pork-barrel scam, etc., on a Venn diagram as a cheat sheet of who to avoid for #Halalan2022 and oh boy

Cynthia Villar, Francis Tolentino &amp; Sonny Angara be hitting the Bingo jackpot, and I'm only halfway through my long lists.",Twitter
2021-11-15,"Inday Sara ui, jusko sa uban hahahahaha. Sayang si Doc Ong uh, nindot unta ni sya sa senador pra naay representative ang front liners. 

#MaSa2022 
#Halalan2022 https://t.co/SPQ7No66kL",Twitter
2021-11-15,"Basically, sinabi ni parlade na tuta si digong. Lol.

#Halalan2022",Twitter
2021-11-15,Tama na ang drama. Platforms and programs of government naman. We need competent leaders. #Halalan2022 #LeniKiko2022 #DapatSiLENI2022,Twitter
2021-11-15,"BBM for President.
Inday Sara for V-Pres.
Digong for Senate Pres.
Arroyo for Speaker of the House.

I KNOW THAT'S RIGHT! 💁🏻‍♂️
#Eleksyon2022 #Halalan2022 #BBMSARA2022",Twitter
2021-11-15,"@PartidoReporma Apaka gandang programa nanaman ang natapos #PingLacson #PingGaling #PapaPing #Gwaping #KaPinger #KakamPingTunay
#halalan2022",Twitter
2021-11-15,"@PartidoReporma Solid PingSotto tandem 💚
#PingLacson #PingGaling #PapaPing #Gwaping #KaPinger #KakamPingTunay
#halalan2022",Twitter
2021-11-15,"@PartidoReporma Masayang event nanaman para sa mga solid supporters nila sir Ping. Madali niyo pong nahihikayat ang mga kabataan saludo po ako sainyo#PingLacson #PingGaling #PapaPing #Gwaping #KaPinger #KakamPingTunay
#halalan2022",Twitter
2021-11-15,"@LakasNgTimog @ai_ceniza @luminoustrix @mirasga @loidasandiego77 @DolorNolet @jaysalas101 #Halalan2022 #BBMSARA2022 @RRD_Davao @#DuterteLegacy #GMA @bongbongmarcos #saraduterte #CaptionThis Onward to unity, progress, federalism, continuity and to ending communist insurgency. https://t.co/MAJqUrNWEq https://t.co/C9bQMAOfdb",Twitter
2021-11-15,Nandito din po kami para sayo VP Leni Robredo! #LABANLENI2022 #LeniforPresident2022 #Halalan2022 #NoToDuterteMarcos2022 https://t.co/Eladc6gRiU,Twitter
2021-11-15,@PartidoReporma @iampinglacson Hindi tumitigil si Lacson sa pag iisip ng mga paraan para sa ika bubuti sa mga Pilipino. #PingLacson #KakamPINGtunay #Halalan2022,Twitter
2021-11-15,@PartidoReporma @MinguitaPadilla Hindi tumitigil si Lacson sa pag iisip ng mga paraan para sa ika bubuti sa mga Pilipino. #PingLacson #KakamPINGtunay #Halalan2022,Twitter
2021-11-15,@PartidoReporma Hindi tumitigil si Lacson sa pag iisip ng mga paraan para sa ika bubuti sa mga Pilipino. #PingLacson #KakamPINGtunay #Halalan2022,Twitter
2021-11-15,"#LabanLeni2022
#LeniKiko2022
#LeniRobredo2022
#KikoPangilinan2022
#TROPA2022
#LetLeniLead
#DapatSiLeni
#Halalan2022 https://t.co/GIoeKDLCBy",Twitter
2021-11-15,@PartidoReporma @iampinglacson @ANCALERTS @iamkarendavila Hindi tumitigil si Lacson sa pag iisip ng mga paraan para sa ika bubuti sa mga Pilipino. #PingLacson #KakamPINGtunay #Halalan2022,Twitter
2021-11-15,"Di Nyo Ba Naririnig?

#Halalan2022
Must watch this video&gt;&gt;&gt;
https://t.co/gBuvVZRVTG

(ctto) https://t.co/mIalTAgNjE",Twitter
2021-11-15,'Phenomenal'... Federalism is in the horizon and we shall be dancing with cha-cha... 💃 #Halalan2022 https://t.co/4ONKWZXrnw,Twitter
2021-11-15,"POWERPLAY. Kumbaga sa palabas, tila Game of Thrones ang nangyayari sa pulitika sa bansa. Ayon sa isang eksperto sa pulitika, ipinapakita sa nangyaring urong-sulong ng mga kandidato ang problema sa sistemang pulitikal ng bansa. #Halalan2022 https://t.co/U7D6pPanqH",Twitter
2021-11-15,"The Dream Team! 

#Halalan2022 https://t.co/kO8Ihw8quG",Twitter
2021-11-15,"VP Leni Robredo's ad campaign on Kapamilya Channel #LeniforPresident2022 #Halalan2022
#LeniKiko2022
#NoToDuterteMarcos2022 https://t.co/wk9Y3r0buM",Twitter
2021-11-15,TatakboFINAL_FINAL_LASTNa.docx #Halalan2022 #LetLeniLead,Twitter
2021-11-15,"Pinal na. Naghain ng kandidatura si Pangulong Duterte sa pagkasenador para sa #Halalan2022. Hindi gaya ng nauna nitong anunsyo, hindi na matutuloy ang pagkandidato nito sa pagka-bise presidente kung saan makakabangga niya dapat ang kaniyang anak na si Sara Duterte. https://t.co/Ymaf6WLHjL",Twitter
